datetime,Ten_Meter_Elevation_Wind_Speed_meterPerSecond,Air_Temperature_celsius,Relative_Humidity_percent,Shortwave_Radiation_Downwelling_wattPerMeterSquared,Longwave_Radiation_Downwelling_wattPerMeterSquared,Sea_Level_Barometric_Pressure_pascal,Surface_Level_Barometric_Pressure_pascal,Precipitation_millimeterPerDay,Snowfall_millimeterPerDay
1989-01-01,3.7337962962962963,6.8,95.83333333333333,13.083333333333334,258.2343503129974,103317.91666666667,103055.0,0.0,0.0
1989-01-02,4.020833333333333,4.5874999999999995,94.875,10.958333333333334,244.61011668467256,103645.0,103375.0,0.0,0.0
1989-01-03,3.689814814814815,4.016666666666667,95.20833333333333,10.208333333333334,241.44866662864095,103157.91666666667,102887.91666666667,0.0,0.0
1989-01-04,5.0821759259259265,4.695833333333334,90.20833333333333,8.833333333333334,243.515631841101,102180.41666666667,101919.58333333333,0.0,0.0
1989-01-05,4.861111111111112,4.054166666666666,90.875,13.791666666666666,240.148000207757,101432.91666666667,101172.91666666667,1.3,0.0
1989-01-06,3.3807870370370368,1.5708333333333335,94.375,20.083333333333332,227.44917512984964,101197.91666666667,100935.0,0.0,0.0
1989-01-07,5.177083333333333,3.7125,86.0,27.041666666666668,236.21986094522174,101063.33333333333,100803.33333333333,0.0,0.0
1989-01-08,5.445601851851852,7.583333333333333,95.83333333333333,8.833333333333334,263.02017770097046,100891.66666666667,100631.66666666667,1.2,0.0
1989-01-09,5.804398148148149,7.391666666666667,96.08333333333333,5.916666666666667,261.9379715601331,100742.5,100482.5,0.5,0.0
1989-01-10,4.445601851851852,4.520833333333333,89.33333333333333,22.416666666666668,242.21694563483382,100981.66666666667,100721.66666666667,0.0,0.0
1989-01-11,5.482638888888889,4.033333333333333,86.0,22.958333333333332,238.05685131389103,101541.25,101281.25,0.0,0.0
1989-01-12,6.4780092592592595,5.491666666666667,89.33333333333333,7.666666666666667,247.88748409323856,100990.83333333333,100730.83333333333,2.1,0.0
1989-01-13,6.701388888888889,4.7124999999999995,82.5,29.541666666666668,240.44889324148687,101761.66666666667,101501.66666666667,0.3,0.0
1989-01-14,8.021990740740742,6.329166666666667,84.5,8.708333333333334,250.84977981717327,101497.08333333333,101237.08333333333,4.3999999999999995,0.0
1989-01-15,10.560185185185185,8.316666666666666,81.45833333333333,19.958333333333332,261.5374349436334,101511.66666666667,101251.66666666667,2.0,0.0
1989-01-16,7.6053240740740735,7.795833333333333,86.625,16.5,260.5330307433557,101970.83333333333,101710.83333333333,0.0,0.0
1989-01-17,7.351851851851852,6.25,79.375,29.083333333333332,248.12088175720214,101955.0,101695.0,0.1,0.0
1989-01-18,6.700231481481482,6.166666666666667,86.70833333333333,25.625,250.760867887078,102611.25,102351.25,0.0,0.0
1989-01-19,6.143518518518519,6.129166666666666,89.375,17.166666666666668,251.641611020573,102769.58333333333,102508.75,0.0,0.0
1989-01-20,5.202546296296297,4.854166666666667,86.33333333333333,18.083333333333332,242.86823305065374,102563.33333333333,102300.41666666667,0.0,0.0
1989-01-21,4.8125,2.845833333333333,89.16666666666667,9.541666666666666,232.70853355211003,101400.0,101136.25,1.6,0.0
1989-01-22,5.0625,4.0375000000000005,83.58333333333333,35.5,237.0119555163039,101956.25,101693.33333333333,0.0,0.0
1989-01-23,5.472222222222222,5.041666666666667,88.375,20.375,245.0039734364735,102547.5,102284.58333333333,0.0,0.0
1989-01-24,4.496527777777778,7.233333333333333,95.04166666666667,12.333333333333334,260.56117952951604,102735.41666666667,102475.41666666667,0.0,0.0
1989-01-25,3.1817129629629632,2.9291666666666667,89.625,24.0,233.28796165950766,102914.16666666667,102645.0,0.0,0.0
1989-01-26,4.3009259259259265,2.2624999999999997,88.33333333333333,26.625,229.06629902812938,102596.25,102327.08333333333,0.0,0.7000000000000001
1989-01-27,5.684027777777779,4.720833333333333,87.79166666666667,39.916666666666664,242.62785160891644,102727.5,102462.91666666667,0.0,0.0
1989-01-28,6.547453703703703,6.429166666666667,84.16666666666667,14.708333333333334,251.23808692746726,102506.66666666667,102245.41666666667,0.8,0.0
1989-01-29,7.08912037037037,4.466666666666667,83.875,47.708333333333336,239.64859698771508,103061.25,102796.25,0.0,0.0
1989-01-30,7.465277777777779,7.891666666666667,85.0,41.0,260.4434447158001,102762.91666666667,102502.91666666667,0.0,0.0
1989-01-31,5.604166666666667,7.7,90.25,41.708333333333336,261.4755770048507,103483.33333333333,103220.41666666667,0.0,0.0
1989-02-01,4.590277777777778,4.754166666666667,90.5,16.416666666666668,243.93541685179912,103290.0,103020.0,0.0,0.0
1989-02-02,6.0740740740740735,5.0249999999999995,83.625,33.208333333333336,242.7270737172727,102672.91666666667,102408.75,0.0,0.0
1989-02-03,7.200231481481482,6.016666666666667,89.20833333333333,10.166666666666666,250.92017097558346,102073.75,101813.75,0.2,0.0
1989-02-04,9.16550925925926,6.579166666666667,88.45833333333333,15.291666666666666,253.94674420969523,101362.91666666667,101102.91666666667,1.2,0.0
1989-02-05,8.256944444444445,5.570833333333333,79.125,46.333333333333336,243.90688508503771,100918.33333333333,100658.33333333333,6.3,0.0
1989-02-06,8.863425925925926,8.833333333333334,80.375,42.083333333333336,264.1463340720224,101279.58333333333,101019.58333333333,0.30000000000000004,0.0
1989-02-07,8.828703703703704,8.720833333333333,81.45833333333333,48.0,263.9111670382698,101693.33333333333,101433.33333333333,0.0,0.0
1989-02-08,3.3379629629629632,7.7375,93.29166666666667,10.708333333333334,262.9406638228573,102480.41666666667,102220.41666666667,0.7,0.0
1989-02-09,4.405092592592593,5.9125000000000005,93.29166666666667,30.041666666666668,251.85147541005506,102831.66666666667,102571.25,0.0,0.0
1989-02-10,4.483796296296297,4.25,86.33333333333333,28.708333333333332,239.4431551900831,102786.25,102518.33333333333,0.0,0.0
1989-02-11,4.640046296296297,4.420833333333333,90.375,31.875,242.04140717367193,102954.58333333333,102688.33333333333,0.0,0.0
1989-02-12,6.528935185185186,5.129166666666666,85.08333333333333,52.625,244.03454882171604,102043.75,101783.75,3.3,0.0
1989-02-13,7.042824074074075,4.1375,75.79166666666667,66.20833333333333,234.228290799265,101802.91666666667,101540.83333333333,2.9,0.0
1989-02-14,8.341435185185185,4.425,71.25,68.45833333333333,232.84591322351244,100442.91666666667,100182.91666666667,1.1,0.0
1989-02-15,7.559027777777779,5.070833333333334,84.58333333333333,10.833333333333334,243.60224577080206,99975.83333333333,99717.91666666667,3.6,0.0
1989-02-16,7.862268518518519,1.9083333333333332,63.708333333333336,75.375,216.54844540243718,100264.16666666667,100004.16666666667,0.0,0.0
1989-02-17,3.903935185185185,0.9958333333333332,76.41666666666667,79.79166666666667,217.30996350846894,101605.41666666667,101338.75,0.0,0.0
1989-02-18,5.66087962962963,3.5124999999999997,93.125,12.708333333333334,238.22049421188652,100704.58333333333,100442.91666666667,4.5,0.0
1989-02-19,8.616898148148149,8.029166666666667,77.95833333333333,65.83333333333333,257.95308138189125,100523.33333333333,100269.16666666667,0.30000000000000004,0.0
1989-02-20,6.0740740740740735,4.408333333333333,87.25,62.333333333333336,240.7453720569015,101024.16666666667,100764.16666666667,4.4,0.0
1989-02-21,4.995370370370371,3.4250000000000003,83.66666666666667,78.79166666666667,233.6907755012899,101738.33333333333,101476.66666666667,0.8,0.0
1989-02-22,5.152777777777778,3.5208333333333335,82.5,72.41666666666667,233.46897192083273,101136.25,100874.58333333333,1.4,0.0
1989-02-23,5.361111111111112,4.283333333333333,79.83333333333333,64.54166666666667,236.59910994903757,99818.75,99558.75,3.4,0.0
1989-02-24,5.7592592592592595,3.5875,83.33333333333333,64.95833333333333,234.3169251534396,99104.58333333333,98846.66666666667,3.4,2.1000000000000005
1989-02-25,5.392361111111112,4.154166666666667,91.91666666666667,38.041666666666664,241.04348000829506,97231.25,96980.83333333333,3.9,1.4000000000000001
1989-02-26,3.8935185185185186,4.241666666666666,87.5,52.541666666666664,239.6774445375581,96299.58333333333,96049.58333333333,1.1,0.0
1989-02-27,3.5208333333333335,3.2375000000000003,90.04166666666667,69.375,235.03122349281674,96755.0,96505.0,2.2,0.0
1989-02-28,4.745370370370371,3.7416666666666667,90.375,82.25,238.11145657108366,97635.0,97385.0,1.1,0.0
1989-03-01,4.8009259259259265,2.6958333333333333,94.41666666666667,35.791666666666664,233.60710106097815,98501.66666666667,98244.16666666667,4.5,0.7000000000000001
1989-03-02,2.6597222222222223,3.8666666666666667,90.625,52.708333333333336,238.7125285319612,99890.0,99630.0,1.3,0.0
1989-03-03,3.5543981481481484,3.5625,88.29166666666667,73.45833333333333,236.1162513917094,100544.58333333333,100284.58333333333,0.0,0.0
1989-03-04,3.7025462962962963,4.183333333333334,92.79166666666667,35.208333333333336,241.57334159322806,101314.58333333333,101054.58333333333,0.0,0.0
1989-03-05,3.7581018518518516,7.608333333333333,87.16666666666667,77.5,259.3486984126759,101749.58333333333,101489.58333333333,0.4,0.0
1989-03-06,4.743055555555556,8.654166666666667,90.45833333333333,63.708333333333336,267.5639830197784,102060.83333333333,101800.83333333333,0.0,0.0
1989-03-07,3.153935185185185,8.458333333333334,88.875,93.83333333333333,265.5835858155381,101601.66666666667,101342.5,1.7,0.0
1989-03-08,2.4699074074074074,5.620833333333334,92.625,34.666666666666664,249.84409510183193,101404.16666666667,101144.16666666667,4.9,0.0
1989-03-09,4.097222222222222,5.3500000000000005,91.41666666666667,39.75,247.85224194380677,101713.75,101453.75,2.4,0.0
1989-03-10,5.918981481481482,7.733333333333333,83.70833333333333,50.791666666666664,258.8710348601349,101495.0,101235.0,0.1,0.0
1989-03-11,4.538194444444445,7.645833333333333,84.91666666666667,105.41666666666667,258.50405256924466,101741.66666666667,101481.66666666667,1.5,0.0
1989-03-12,3.899305555555556,5.625,84.29166666666667,118.91666666666667,246.1604147329897,101812.91666666667,101552.5,0.0,0.0
1989-03-13,8.41087962962963,6.5,84.79166666666667,56.541666666666664,251.9742347950025,99635.0,99380.0,7.6,0.0
1989-03-14,7.027777777777778,4.895833333333333,77.875,127.125,239.40902988005595,100262.91666666667,100002.91666666667,0.5,0.0
1989-03-15,5.497685185185186,3.970833333333333,96.20833333333333,34.625,241.55852755564229,98902.91666666667,98647.08333333333,9.3,1.4000000000000001
1989-03-16,4.224537037037037,4.670833333333333,75.25,128.875,236.38938961549005,99561.25,99303.33333333333,0.0,0.0
1989-03-17,3.4583333333333335,3.025,72.20833333333333,146.375,225.66143608274538,100213.75,99953.75,0.0,0.0
1989-03-18,5.71875,3.529166666666667,66.25,138.25,226.18332692858317,101346.66666666667,101085.0,0.0,0.0
1989-03-19,5.99537037037037,6.891666666666667,86.83333333333333,65.58333333333333,255.17356303021495,100892.91666666667,100632.91666666667,2.2,0.0
1989-03-20,5.0196759259259265,7.145833333333333,90.33333333333333,36.791666666666664,258.1636063191707,100350.83333333333,100092.08333333333,2.8,0.0
1989-03-21,4.260416666666667,3.2125,86.58333333333333,72.375,233.43113851483793,99925.41666666667,99665.41666666667,2.1,0.0
1989-03-22,6.618055555555556,4.883333333333334,87.41666666666667,60.083333333333336,243.70647472804922,99579.58333333333,99322.5,8.8,0.0
1989-03-23,8.555555555555555,3.654166666666667,75.91666666666667,128.66666666666666,231.49023315243008,99985.41666666667,99725.41666666667,1.7,0.0
1989-03-24,8.03587962962963,5.179166666666666,86.0,87.04166666666667,244.45953040524523,98848.75,98595.41666666667,14.799999999999999,0.7000000000000001
1989-03-25,9.711805555555555,6.066666666666666,65.79166666666667,152.70833333333334,240.1356444372107,99961.25,99705.0,1.1,0.0
1989-03-26,4.393518518518519,6.658333333333334,72.375,140.5,246.4079414472661,101769.58333333333,101509.58333333333,0.0,0.0
1989-03-27,3.8958333333333335,8.4875,84.66666666666667,135.04166666666666,263.85099261378485,101741.66666666667,101482.91666666667,0.0,0.0
1989-03-28,5.3969907407407405,10.708333333333334,76.58333333333333,164.08333333333334,274.54867574481443,100902.91666666667,100647.08333333333,2.5,0.0
1989-03-29,5.306712962962963,6.9624999999999995,76.0,167.41666666666666,250.2526363824367,101910.0,101650.0,0.0,0.0
1989-03-30,4.6967592592592595,7.575,83.79166666666667,58.791666666666664,258.17111860218654,101373.33333333333,101113.33333333333,0.9,0.0
1989-03-31,4.265046296296297,8.975,84.95833333333333,123.125,266.8996711084231,101383.33333333333,101124.58333333333,0.0,0.0
1989-04-01,5.005787037037037,4.158333333333333,62.166666666666664,201.0,227.50740326964618,102070.0,101807.5,0.0,0.0
1989-04-02,4.579861111111112,1.2666666666666666,58.041666666666664,181.41666666666666,209.94993409338144,101894.16666666667,101626.66666666667,0.2,1.4000000000000001
1989-04-03,2.8287037037037037,0.7999999999999999,66.70833333333333,143.41666666666666,211.6200977574289,101986.66666666667,101720.0,0.0,0.7000000000000001
1989-04-04,6.252314814814816,1.8416666666666668,62.958333333333336,154.375,215.475444463046,102162.5,101895.83333333333,0.0,0.0
1989-04-05,9.137731481481483,4.0125,62.0,167.91666666666666,226.8198787626295,101429.58333333333,101166.66666666667,0.0,0.0
1989-04-06,6.282407407407407,4.470833333333333,88.625,36.125,241.5863292490354,100376.66666666667,100116.66666666667,6.0,0.0
1989-04-07,5.354166666666667,6.3625,82.70833333333333,127.41666666666667,250.18901657707306,100575.0,100315.0,2.7,0.0
1989-04-08,4.9884259259259265,6.804166666666667,80.125,160.66666666666666,251.352280071264,100820.0,100561.25,0.2,0.0
1989-04-09,4.060185185185185,6.425,81.83333333333333,151.41666666666666,250.13944354283115,101114.16666666667,100854.16666666667,0.6,0.0
1989-04-10,6.234953703703703,7.166666666666667,84.875,68.20833333333333,256.16155683962194,100733.75,100475.83333333333,10.5,0.0
1989-04-11,5.115740740740741,10.804166666666667,81.16666666666667,161.83333333333334,276.4269681841765,100150.41666666667,99899.16666666667,3.1,0.0
1989-04-12,3.5833333333333335,11.658333333333333,87.58333333333333,94.25,285.4419225012545,99905.0,99655.0,7.6000000000000005,0.0
1989-04-13,2.6666666666666665,11.916666666666666,86.25,183.375,286.6524954264714,99855.0,99605.0,1.7000000000000002,0.0
1989-04-14,4.450231481481482,12.65,77.41666666666667,226.875,286.907062279087,100559.58333333333,100307.5,0.0,0.0
